Date,Open,High,Low,Close,Adj Close,Volume
1990-02-21,23.889999,23.889999,23.889999,23.889999,23.889999,0
1990-02-22,22.540001,22.540001,22.540001,22.540001,22.540001,0
1990-02-23,23.690001,23.690001,23.690001,23.690001,23.690001,0
1990-02-26,23.559999,23.559999,23.559999,23.559999,23.559999,0
1990-02-27,22.690001,22.690001,22.690001,22.690001,22.690001,0
1990-02-28,21.990000,21.990000,21.990000,21.990000,21.990000,0
1990-03-01,21.900000,21.900000,21.900000,21.900000,21.900000,0
1990-03-02,21.340000,21.340000,21.340000,21.340000,21.340000,0
1990-03-05,22.030001,22.030001,22.030001,22.030001,22.030001,0
1990-03-06,20.549999,20.549999,20.549999,20.549999,20.549999,0
1990-03-07,19.100000,19.100000,19.100000,19.100000,19.100000,0
1990-03-08,19.740000,19.740000,19.740000,19.740000,19.740000,0
1990-03-09,20.299999,20.299999,20.299999,20.299999,20.299999,0
1990-03-12,20.070000,20.070000,20.070000,20.070000,20.070000,0
1990-03-13,21.049999,21.049999,21.049999,21.049999,21.049999,0
1990-03-14,19.650000,19.650000,19.650000,19.650000,19.650000,0
1990-03-15,18.809999,18.809999,18.809999,18.809999,18.809999,0
1990-03-16,17.620001,17.620001,17.620001,17.620001,17.620001,0
1990-03-19,18.290001,18.290001,18.290001,18.290001,18.290001,0
1990-03-20,19.059999,19.059999,19.059999,19.059999,19.059999,0
1990-03-21,20.100000,20.100000,20.100000,20.100000,20.100000,0
1990-03-22,22.740000,22.740000,22.740000,22.740000,22.740000,0
1990-03-23,20.459999,20.459999,20.459999,20.459999,20.459999,0
1990-03-26,19.590000,19.590000,19.590000,19.590000,19.590000,0
1990-03-27,21.010000,21.010000,21.010000,21.010000,21.010000,0
1990-03-28,19.770000,19.770000,19.770000,19.770000,19.770000,0
1990-03-29,18.459999,18.459999,18.459999,18.459999,18.459999,0
1990-03-30,19.730000,19.730000,19.730000,19.730000,19.730000,0
1990-04-02,22.840000,22.840000,22.840000,22.840000,22.840000,0
1990-04-03,20.440001,20.440001,20.440001,20.440001,20.440001,0
1990-04-04,22.030001,22.030001,22.030001,22.030001,22.030001,0
1990-04-05,21.209999,21.209999,21.209999,21.209999,21.209999,0
1990-04-06,21.760000,21.760000,21.760000,21.760000,21.760000,0
1990-04-09,22.299999,22.299999,22.299999,22.299999,22.299999,0
1990-04-10,21.690001,21.690001,21.690001,21.690001,21.690001,0
1990-04-11,17.730000,17.730000,17.730000,17.730000,17.730000,0
1990-04-12,19.799999,19.799999,19.799999,19.799999,19.799999,0
1990-04-16,20.750000,20.750000,20.750000,20.750000,20.750000,0
1990-04-17,20.379999,20.379999,20.379999,20.379999,20.379999,0
1990-04-18,22.670000,22.670000,22.670000,22.670000,22.670000,0
1990-04-19,22.459999,22.459999,22.459999,22.459999,22.459999,0
1990-04-20,23.330000,23.330000,23.330000,23.330000,23.330000,0
1990-04-23,24.160000,24.160000,24.160000,24.160000,24.160000,0
1990-04-24,21.700001,21.700001,21.700001,21.700001,21.700001,0
1990-04-25,20.860001,20.860001,20.860001,20.860001,20.860001,0
1990-04-26,20.250000,20.250000,20.250000,20.250000,20.250000,0
1990-04-27,22.190001,22.190001,22.190001,22.190001,22.190001,0
1990-04-30,19.520000,19.520000,19.520000,19.520000,19.520000,0
1990-05-01,18.430000,18.430000,18.430000,18.430000,18.430000,0
1990-05-02,19.320000,19.320000,19.320000,19.320000,19.320000,0
1990-05-03,17.809999,17.809999,17.809999,17.809999,17.809999,0
1990-05-04,17.280001,17.280001,17.280001,17.280001,17.280001,0
1990-05-07,17.650000,17.650000,17.650000,17.650000,17.650000,0
1990-05-08,18.490000,18.490000,18.490000,18.490000,18.490000,0
1990-05-09,18.639999,18.639999,18.639999,18.639999,18.639999,0
1990-05-10,18.590000,18.590000,18.590000,18.590000,18.590000,0
1990-05-11,19.809999,19.809999,19.809999,19.809999,19.809999,0
1990-05-14,20.139999,20.139999,20.139999,20.139999,20.139999,0
1990-05-15,19.490000,19.490000,19.490000,19.490000,19.490000,0
1990-05-16,17.709999,17.709999,17.709999,17.709999,17.709999,0
1990-05-17,17.270000,17.270000,17.270000,17.270000,17.270000,0
1990-05-18,17.200001,17.200001,17.200001,17.200001,17.200001,0
1990-05-21,16.719999,16.719999,16.719999,16.719999,16.719999,0
1990-05-22,17.840000,17.840000,17.840000,17.840000,17.840000,0
1990-05-23,17.180000,17.180000,17.180000,17.180000,17.180000,0
1990-05-24,17.700001,17.700001,17.700001,17.700001,17.700001,0
1990-05-25,17.320000,17.320000,17.320000,17.320000,17.320000,0
1990-05-29,18.750000,18.750000,18.750000,18.750000,18.750000,0
1990-05-30,17.440001,17.440001,17.440001,17.440001,17.440001,0
1990-05-31,17.370001,17.370001,17.370001,17.370001,17.370001,0
1990-06-01,17.090000,17.090000,17.090000,17.090000,17.090000,0
1990-06-04,18.389999,18.389999,18.389999,18.389999,18.389999,0
1990-06-05,18.969999,18.969999,18.969999,18.969999,18.969999,0
1990-06-06,17.420000,17.420000,17.420000,17.420000,17.420000,0
1990-06-07,16.879999,16.879999,16.879999,16.879999,16.879999,0
1990-06-08,17.580000,17.580000,17.580000,17.580000,17.580000,0
1990-06-11,16.340000,16.340000,16.340000,16.340000,16.340000,0
1990-06-12,16.600000,16.600000,16.600000,16.600000,16.600000,0
1990-06-13,17.379999,17.379999,17.379999,17.379999,17.379999,0
1990-06-14,17.400000,17.400000,17.400000,17.400000,17.400000,0
1990-06-15,15.900000,15.900000,15.900000,15.900000,15.900000,0
1990-06-18,17.709999,17.709999,17.709999,17.709999,17.709999,0
1990-06-19,15.230000,15.230000,15.230000,15.230000,15.230000,0
1990-06-20,15.270000,15.270000,15.270000,15.270000,15.270000,0
1990-06-21,14.720000,14.720000,14.720000,14.720000,14.720000,0
1990-06-22,19.360001,19.360001,19.360001,19.360001,19.360001,0
1990-06-25,17.059999,17.059999,17.059999,17.059999,17.059999,0
1990-06-26,16.290001,16.290001,16.290001,16.290001,16.290001,0
1990-06-27,16.000000,16.000000,16.000000,16.000000,16.000000,0
1990-06-28,16.180000,16.180000,16.180000,16.180000,16.180000,0
1990-06-29,15.500000,15.500000,15.500000,15.500000,15.500000,0
1990-07-02,16.260000,16.260000,16.260000,16.260000,16.260000,0
1990-07-03,16.110001,16.110001,16.110001,16.110001,16.110001,0
1990-07-05,17.250000,17.250000,17.250000,17.250000,17.250000,0
1990-07-06,16.410000,16.410000,16.410000,16.410000,16.410000,0
1990-07-09,16.660000,16.660000,16.660000,16.660000,16.660000,0
1990-07-10,16.920000,16.920000,16.920000,16.920000,16.920000,0
1990-07-11,16.680000,16.680000,16.680000,16.680000,16.680000,0
1990-07-12,17.059999,17.059999,17.059999,17.059999,17.059999,0
1990-07-13,17.090000,17.090000,17.090000,17.090000,17.090000,0
1990-07-16,16.750000,16.750000,16.750000,16.750000,16.750000,0
1990-07-17,16.660000,16.660000,16.660000,16.660000,16.660000,0
1990-07-18,18.900000,18.900000,18.900000,18.900000,18.900000,0
1990-07-19,18.559999,18.559999,18.559999,18.559999,18.559999,0
1990-07-20,15.630000,15.630000,15.630000,15.630000,15.630000,0
1990-07-23,23.680000,23.680000,23.680000,23.680000,23.680000,0
1990-07-24,21.790001,21.790001,21.790001,21.790001,21.790001,0
1990-07-25,20.190001,20.190001,20.190001,20.190001,20.190001,0
1990-07-26,20.260000,20.260000,20.260000,20.260000,20.260000,0
1990-07-27,21.120001,21.120001,21.120001,21.120001,21.120001,0
1990-07-30,21.160000,21.160000,21.160000,21.160000,21.160000,0
1990-07-31,21.110001,21.110001,21.110001,21.110001,21.110001,0
1990-08-01,21.639999,21.639999,21.639999,21.639999,21.639999,0
1990-08-02,20.430000,20.430000,20.430000,20.430000,20.430000,0
1990-08-03,28.740000,28.740000,28.740000,28.740000,28.740000,0
1990-08-06,35.910000,35.910000,35.910000,35.910000,35.910000,0
1990-08-07,32.750000,32.750000,32.750000,32.750000,32.750000,0
1990-08-08,28.270000,28.270000,28.270000,28.270000,28.270000,0
1990-08-09,24.389999,24.389999,24.389999,24.389999,24.389999,0
1990-08-10,25.750000,25.750000,25.750000,25.750000,25.750000,0
1990-08-13,25.740000,25.740000,25.740000,25.740000,25.740000,0
1990-08-14,24.180000,24.180000,24.180000,24.180000,24.180000,0
1990-08-15,23.309999,23.309999,23.309999,23.309999,23.309999,0
1990-08-16,27.160000,27.160000,27.160000,27.160000,27.160000,0
1990-08-17,27.530001,27.530001,27.530001,27.530001,27.530001,0
1990-08-20,26.459999,26.459999,26.459999,26.459999,26.459999,0
1990-08-21,28.900000,28.900000,28.900000,28.900000,28.900000,0
1990-08-22,30.549999,30.549999,30.549999,30.549999,30.549999,0
1990-08-23,36.470001,36.470001,36.470001,36.470001,36.470001,0
1990-08-24,33.930000,33.930000,33.930000,33.930000,33.930000,0
1990-08-27,29.629999,29.629999,29.629999,29.629999,29.629999,0
1990-08-28,29.120001,29.120001,29.120001,29.120001,29.120001,0
1990-08-29,27.379999,27.379999,27.379999,27.379999,27.379999,0
1990-08-30,29.889999,29.889999,29.889999,29.889999,29.889999,0
1990-08-31,29.900000,29.900000,29.900000,29.900000,29.900000,0
1990-09-04,29.580000,29.580000,29.580000,29.580000,29.580000,0
1990-09-05,28.520000,28.520000,28.520000,28.520000,28.520000,0
1990-09-06,30.190001,30.190001,30.190001,30.190001,30.190001,0
1990-09-07,28.730000,28.730000,28.730000,28.730000,28.730000,0
1990-09-10,29.340000,29.340000,29.340000,29.340000,29.340000,0
1990-09-11,28.379999,28.379999,28.379999,28.379999,28.379999,0
1990-09-12,28.120001,28.120001,28.120001,28.120001,28.120001,0
1990-09-13,29.330000,29.330000,29.330000,29.330000,29.330000,0
1990-09-14,30.559999,30.559999,30.559999,30.559999,30.559999,0
1990-09-17,29.549999,29.549999,29.549999,29.549999,29.549999,0
1990-09-18,28.820000,28.820000,28.820000,28.820000,28.820000,0
1990-09-19,27.879999,27.879999,27.879999,27.879999,27.879999,0
1990-09-20,28.660000,28.660000,28.660000,28.660000,28.660000,0
1990-09-21,30.040001,30.040001,30.040001,30.040001,30.040001,0
1990-09-24,30.559999,30.559999,30.559999,30.559999,30.559999,0
1990-09-25,28.809999,28.809999,28.809999,28.809999,28.809999,0
1990-09-26,28.190001,28.190001,28.190001,28.190001,28.190001,0
1990-09-27,28.670000,28.670000,28.670000,28.670000,28.670000,0
1990-09-28,29.110001,29.110001,29.110001,29.110001,29.110001,0
1990-10-01,28.059999,28.059999,28.059999,28.059999,28.059999,0
1990-10-02,27.280001,27.280001,27.280001,27.280001,27.280001,0
1990-10-03,27.900000,27.900000,27.900000,27.900000,27.900000,0
1990-10-04,27.510000,27.510000,27.510000,27.510000,27.510000,0
1990-10-05,27.850000,27.850000,27.850000,27.850000,27.850000,0
1990-10-08,28.040001,28.040001,28.040001,28.040001,28.040001,0
1990-10-09,30.709999,30.709999,30.709999,30.709999,30.709999,0
1990-10-10,31.190001,31.190001,31.190001,31.190001,31.190001,0
1990-10-11,33.980000,33.980000,33.980000,33.980000,33.980000,0
1990-10-12,31.940001,31.940001,31.940001,31.940001,31.940001,0
1990-10-15,31.639999,31.639999,31.639999,31.639999,31.639999,0
1990-10-16,31.450001,31.450001,31.450001,31.450001,31.450001,0
1990-10-17,31.370001,31.370001,31.370001,31.370001,31.370001,0
1990-10-18,29.600000,29.600000,29.600000,29.600000,29.600000,0
1990-10-19,27.860001,27.860001,27.860001,27.860001,27.860001,0
1990-10-22,27.270000,27.270000,27.270000,27.270000,27.270000,0
1990-10-23,27.570000,27.570000,27.570000,27.570000,27.570000,0
1990-10-24,28.280001,28.280001,28.280001,28.280001,28.280001,0
1990-10-25,29.040001,29.040001,29.040001,29.040001,29.040001,0
1990-10-26,30.750000,30.750000,30.750000,30.750000,30.750000,0
1990-10-29,31.540001,31.540001,31.540001,31.540001,31.540001,0
1990-10-30,30.520000,30.520000,30.520000,30.520000,30.520000,0
1990-10-31,30.040001,30.040001,30.040001,30.040001,30.040001,0
1990-11-01,30.250000,30.250000,30.250000,30.250000,30.250000,0
1990-11-02,30.030001,30.030001,30.030001,30.030001,30.030001,0
1990-11-05,29.850000,29.850000,29.850000,29.850000,29.850000,0
1990-11-06,29.110001,29.110001,29.110001,29.110001,29.110001,0
1990-11-07,30.870001,30.870001,30.870001,30.870001,30.870001,0
1990-11-08,30.790001,30.790001,30.790001,30.790001,30.790001,0
1990-11-09,26.959999,26.959999,26.959999,26.959999,26.959999,0
1990-11-12,25.600000,25.600000,25.600000,25.600000,25.600000,0
1990-11-13,24.580000,24.580000,24.580000,24.580000,24.580000,0
1990-11-14,22.889999,22.889999,22.889999,22.889999,22.889999,0
1990-11-15,22.570000,22.570000,22.570000,22.570000,22.570000,0
1990-11-16,21.340000,21.340000,21.340000,21.340000,21.340000,0
1990-11-19,20.950001,20.950001,20.950001,20.950001,20.950001,0
1990-11-20,20.090000,20.090000,20.090000,20.090000,20.090000,0
1990-11-21,21.090000,21.090000,21.090000,21.090000,21.090000,0
1990-11-23,20.980000,20.980000,20.980000,20.980000,20.980000,0
1990-11-26,22.760000,22.760000,22.760000,22.760000,22.760000,0
1990-11-27,22.860001,22.860001,22.860001,22.860001,22.860001,0
1990-11-28,22.959999,22.959999,22.959999,22.959999,22.959999,0
1990-11-29,23.910000,23.910000,23.910000,23.910000,23.910000,0
1990-11-30,22.160000,22.160000,22.160000,22.160000,22.160000,0
1990-12-03,22.290001,22.290001,22.290001,22.290001,22.290001,0
1990-12-04,22.030001,22.030001,22.030001,22.030001,22.030001,0
1990-12-05,20.940001,20.940001,20.940001,20.940001,20.940001,0
1990-12-06,22.620001,22.620001,22.620001,22.620001,22.620001,0
1990-12-07,22.590000,22.590000,22.590000,22.590000,22.590000,0
1990-12-10,23.580000,23.580000,23.580000,23.580000,23.580000,0
1990-12-11,23.750000,23.750000,23.750000,23.750000,23.750000,0
1990-12-12,21.280001,21.280001,21.280001,21.280001,21.280001,0
1990-12-13,23.049999,23.049999,23.049999,23.049999,23.049999,0
1990-12-14,23.850000,23.850000,23.850000,23.850000,23.850000,0
1990-12-17,24.850000,24.850000,24.850000,24.850000,24.850000,0
1990-12-18,23.110001,23.110001,23.110001,23.110001,23.110001,0
1990-12-19,23.080000,23.080000,23.080000,23.080000,23.080000,0
1990-12-20,23.129999,23.129999,23.129999,23.129999,23.129999,0
1990-12-21,22.660000,22.660000,22.660000,22.660000,22.660000,0
1990-12-24,24.030001,24.030001,24.030001,24.030001,24.030001,0
1990-12-26,24.180000,24.180000,24.180000,24.180000,24.180000,0
1990-12-27,24.809999,24.809999,24.809999,24.809999,24.809999,0
1990-12-28,25.049999,25.049999,25.049999,25.049999,25.049999,0
1990-12-31,26.379999,26.379999,26.379999,26.379999,26.379999,0
1991-01-02,26.620001,26.620001,26.620001,26.620001,26.620001,0
1991-01-03,27.930000,27.930000,27.930000,27.930000,27.930000,0
1991-01-04,27.190001,27.190001,27.190001,27.190001,27.190001,0
1991-01-07,28.950001,28.950001,28.950001,28.950001,28.950001,0
1991-01-08,30.379999,30.379999,30.379999,30.379999,30.379999,0
1991-01-09,33.299999,33.299999,33.299999,33.299999,33.299999,0
1991-01-10,31.330000,31.330000,31.330000,31.330000,31.330000,0
1991-01-11,32.630001,32.630001,32.630001,32.630001,32.630001,0
1991-01-14,36.200001,36.200001,36.200001,36.200001,36.200001,0
1991-01-15,36.160000,36.160000,36.160000,36.160000,36.160000,0
1991-01-16,33.200001,33.200001,33.200001,33.200001,33.200001,0
1991-01-17,27.450001,27.450001,27.450001,27.450001,27.450001,0
1991-01-18,25.389999,25.389999,25.389999,25.389999,25.389999,0
1991-01-21,24.330000,24.330000,24.330000,24.330000,24.330000,0
1991-01-22,24.900000,24.900000,24.900000,24.900000,24.900000,0
1991-01-23,23.920000,23.920000,23.920000,23.920000,23.920000,0
1991-01-24,22.860001,22.860001,22.860001,22.860001,22.860001,0
1991-01-25,22.200001,22.200001,22.200001,22.200001,22.200001,0
1991-01-28,23.049999,23.049999,23.049999,23.049999,23.049999,0
1991-01-29,23.170000,23.170000,23.170000,23.170000,23.170000,0
1991-01-30,21.370001,21.370001,21.370001,21.370001,21.370001,0
1991-01-31,20.910000,20.910000,20.910000,20.910000,20.910000,0
1991-02-01,21.040001,21.040001,21.040001,21.040001,21.040001,0
1991-02-04,21.860001,21.860001,21.860001,21.860001,21.860001,0
1991-02-05,21.459999,21.459999,21.459999,21.459999,21.459999,0
1991-02-06,22.680000,22.680000,22.680000,22.680000,22.680000,0
1991-02-07,23.600000,23.600000,23.600000,23.600000,23.600000,0
1991-02-08,23.379999,23.379999,23.379999,23.379999,23.379999,0
1991-02-11,22.559999,22.559999,22.559999,22.559999,22.559999,0
1991-02-12,22.260000,22.260000,22.260000,22.260000,22.260000,0
1991-02-13,20.860001,20.860001,20.860001,20.860001,20.860001,0
1991-02-14,21.480000,21.480000,21.480000,21.480000,21.480000,0
1991-02-15,19.570000,19.570000,19.570000,19.570000,19.570000,0
1991-02-19,19.840000,19.840000,19.840000,19.840000,19.840000,0
1991-02-20,22.260000,22.260000,22.260000,22.260000,22.260000,0
1991-02-21,20.780001,20.780001,20.780001,20.780001,20.780001,0
1991-02-22,21.010000,21.010000,21.010000,21.010000,21.010000,0
1991-02-25,22.860001,22.860001,22.860001,22.860001,22.860001,0
1991-02-26,20.379999,20.379999,20.379999,20.379999,20.379999,0
1991-02-27,21.260000,21.260000,21.260000,21.260000,21.260000,0
1991-02-28,21.230000,21.230000,21.230000,21.230000,21.230000,0
1991-03-01,21.230000,21.230000,21.230000,21.230000,21.230000,0
1991-03-04,20.860001,20.860001,20.860001,20.860001,20.860001,0
1991-03-05,20.450001,20.450001,20.450001,20.450001,20.450001,0
1991-03-06,20.549999,20.549999,20.549999,20.549999,20.549999,0
1991-03-07,21.049999,21.049999,21.049999,21.049999,21.049999,0
1991-03-08,20.809999,20.809999,20.809999,20.809999,20.809999,0
1991-03-11,20.879999,20.879999,20.879999,20.879999,20.879999,0
1991-03-12,18.820000,18.820000,18.820000,18.820000,18.820000,0
1991-03-13,16.090000,16.090000,16.090000,16.090000,16.090000,0
1991-03-14,14.940000,14.940000,14.940000,14.940000,14.940000,0
1991-03-15,14.900000,14.900000,14.900000,14.900000,14.900000,0
1991-03-18,15.790000,15.790000,15.790000,15.790000,15.790000,0
1991-03-19,16.110001,16.110001,16.110001,16.110001,16.110001,0
1991-03-20,16.040001,16.040001,16.040001,16.040001,16.040001,0
1991-03-21,16.860001,16.860001,16.860001,16.860001,16.860001,0
1991-03-22,16.490000,16.490000,16.490000,16.490000,16.490000,0
1991-03-25,16.760000,16.760000,16.760000,16.760000,16.760000,0
1991-03-26,16.309999,16.309999,16.309999,16.309999,16.309999,0
1991-03-27,16.549999,16.549999,16.549999,16.549999,16.549999,0
1991-03-28,16.879999,16.879999,16.879999,16.879999,16.879999,0
1991-04-01,17.420000,17.420000,17.420000,17.420000,17.420000,0
1991-04-02,17.400000,17.400000,17.400000,17.400000,17.400000,0
1991-04-03,17.610001,17.610001,17.610001,17.610001,17.610001,0
1991-04-04,18.010000,18.010000,18.010000,18.010000,18.010000,0
1991-04-05,17.629999,17.629999,17.629999,17.629999,17.629999,0
1991-04-08,17.410000,17.410000,17.410000,17.410000,17.410000,0
1991-04-09,20.120001,20.120001,20.120001,20.120001,20.120001,0
1991-04-10,19.730000,19.730000,19.730000,19.730000,19.730000,0
1991-04-11,17.240000,17.240000,17.240000,17.240000,17.240000,0
1991-04-12,18.450001,18.450001,18.450001,18.450001,18.450001,0
1991-04-15,16.500000,16.500000,16.500000,16.500000,16.500000,0
1991-04-16,15.820000,15.820000,15.820000,15.820000,15.820000,0
1991-04-17,15.470000,15.470000,15.470000,15.470000,15.470000,0
1991-04-18,16.260000,16.260000,16.260000,16.260000,16.260000,0
1991-04-19,15.680000,15.680000,15.680000,15.680000,15.680000,0
1991-04-22,16.780001,16.780001,16.780001,16.780001,16.780001,0
1991-04-23,17.020000,17.020000,17.020000,17.020000,17.020000,0
1991-04-24,16.719999,16.719999,16.719999,16.719999,16.719999,0
1991-04-25,17.150000,17.150000,17.150000,17.150000,17.150000,0
1991-04-26,17.270000,17.270000,17.270000,17.270000,17.270000,0
1991-04-29,18.270000,18.270000,18.270000,18.270000,18.270000,0
1991-04-30,18.240000,18.240000,18.240000,18.240000,18.240000,0
1991-05-01,17.770000,17.770000,17.770000,17.770000,17.770000,0
1991-05-02,17.520000,17.520000,17.520000,17.520000,17.520000,0
1991-05-03,17.240000,17.240000,17.240000,17.240000,17.240000,0
1991-05-06,17.920000,17.920000,17.920000,17.920000,17.920000,0
1991-05-07,17.459999,17.459999,17.459999,17.459999,17.459999,0
1991-05-08,17.780001,17.780001,17.780001,17.780001,17.780001,0
1991-05-09,17.170000,17.170000,17.170000,17.170000,17.170000,0
1991-05-10,17.540001,17.540001,17.540001,17.540001,17.540001,0
1991-05-13,17.660000,17.660000,17.660000,17.660000,17.660000,0
1991-05-14,18.000000,18.000000,18.000000,18.000000,18.000000,0
1991-05-15,18.379999,18.379999,18.379999,18.379999,18.379999,0
1991-05-16,17.240000,17.240000,17.240000,17.240000,17.240000,0
1991-05-17,16.639999,16.639999,16.639999,16.639999,16.639999,0
1991-05-20,17.100000,17.100000,17.100000,17.100000,17.100000,0
1991-05-21,16.070000,16.070000,16.070000,16.070000,16.070000,0
1991-05-22,16.160000,16.160000,16.160000,16.160000,16.160000,0
1991-05-23,16.110001,16.110001,16.110001,16.110001,16.110001,0
1991-05-24,15.230000,15.230000,15.230000,15.230000,15.230000,0
1991-05-28,15.670000,15.670000,15.670000,15.670000,15.670000,0
1991-05-29,15.900000,15.900000,15.900000,15.900000,15.900000,0
1991-05-30,16.020000,16.020000,16.020000,16.020000,16.020000,0
1991-05-31,15.930000,15.930000,15.930000,15.930000,15.930000,0
1991-06-03,16.870001,16.870001,16.870001,16.870001,16.870001,0
1991-06-04,16.170000,16.170000,16.170000,16.170000,16.170000,0
1991-06-05,16.400000,16.400000,16.400000,16.400000,16.400000,0
1991-06-06,16.930000,16.930000,16.930000,16.930000,16.930000,0
1991-06-07,16.980000,16.980000,16.980000,16.980000,16.980000,0
1991-06-10,17.469999,17.469999,17.469999,17.469999,17.469999,0
1991-06-11,17.320000,17.320000,17.320000,17.320000,17.320000,0
1991-06-12,17.719999,17.719999,17.719999,17.719999,17.719999,0
1991-06-13,16.990000,16.990000,16.990000,16.990000,16.990000,0
1991-06-14,15.980000,15.980000,15.980000,15.980000,15.980000,0
1991-06-17,15.500000,15.500000,15.500000,15.500000,15.500000,0
1991-06-18,16.139999,16.139999,16.139999,16.139999,16.139999,0
1991-06-19,17.440001,17.440001,17.440001,17.440001,17.440001,0
1991-06-20,16.750000,16.750000,16.750000,16.750000,16.750000,0
1991-06-21,16.510000,16.510000,16.510000,16.510000,16.510000,0
1991-06-24,18.280001,18.280001,18.280001,18.280001,18.280001,0
1991-06-25,17.850000,17.850000,17.850000,17.850000,17.850000,0
1991-06-26,17.980000,17.980000,17.980000,17.980000,17.980000,0
1991-06-27,17.870001,17.870001,17.870001,17.870001,17.870001,0
1991-06-28,19.549999,19.549999,19.549999,19.549999,19.549999,0
1991-07-01,18.639999,18.639999,18.639999,18.639999,18.639999,0
1991-07-02,17.629999,17.629999,17.629999,17.629999,17.629999,0
1991-07-03,19.469999,19.469999,19.469999,19.469999,19.469999,0
1991-07-05,18.350000,18.350000,18.350000,18.350000,18.350000,0
1991-07-08,20.290001,20.290001,20.290001,20.290001,20.290001,0
1991-07-09,19.760000,19.760000,19.760000,19.760000,19.760000,0
1991-07-10,19.190001,19.190001,19.190001,19.190001,19.190001,0
1991-07-11,17.389999,17.389999,17.389999,17.389999,17.389999,0
1991-07-12,18.290001,18.290001,18.290001,18.290001,18.290001,0
1991-07-15,17.780001,17.780001,17.780001,17.780001,17.780001,0
1991-07-16,17.490000,17.490000,17.490000,17.490000,17.490000,0
1991-07-17,17.520000,17.520000,17.520000,17.520000,17.520000,0
1991-07-18,15.770000,15.770000,15.770000,15.770000,15.770000,0
1991-07-19,15.500000,15.500000,15.500000,15.500000,15.500000,0
1991-07-22,16.900000,16.900000,16.900000,16.900000,16.900000,0
1991-07-23,16.580000,16.580000,16.580000,16.580000,16.580000,0
1991-07-24,16.410000,16.410000,16.410000,16.410000,16.410000,0
1991-07-25,15.740000,15.740000,15.740000,15.740000,15.740000,0
1991-07-26,15.450000,15.450000,15.450000,15.450000,15.450000,0
1991-07-29,15.670000,15.670000,15.670000,15.670000,15.670000,0
1991-07-30,15.470000,15.470000,15.470000,15.470000,15.470000,0
1991-07-31,15.180000,15.180000,15.180000,15.180000,15.180000,0
1991-08-01,15.470000,15.470000,15.470000,15.470000,15.470000,0
1991-08-02,15.260000,15.260000,15.260000,15.260000,15.260000,0
1991-08-05,15.920000,15.920000,15.920000,15.920000,15.920000,0
1991-08-06,15.540000,15.540000,15.540000,15.540000,15.540000,0
1991-08-07,15.560000,15.560000,15.560000,15.560000,15.560000,0
1991-08-08,15.980000,15.980000,15.980000,15.980000,15.980000,0
1991-08-09,15.450000,15.450000,15.450000,15.450000,15.450000,0
1991-08-12,15.260000,15.260000,15.260000,15.260000,15.260000,0
1991-08-13,14.730000,14.730000,14.730000,14.730000,14.730000,0
1991-08-14,15.090000,15.090000,15.090000,15.090000,15.090000,0
